 2074309 | 16Bm07 Jan 27 03:03:44 17 | 17AP30 Nr0051_1  | 10:44:00.0  30:00:00 2000 | 300 | r | 1.02 | 0.50 0.53   687 |     OG1 |   OB151 |P 1 V Q R|
 2160203 | 17Am07 Jul 24 02:33:50 17 | 17AP99 Sr0094_1  | 23:54:33.6  30:58:48 2000 | 300 | r | 1.10 | 0.71 0.75   690 |    OG28 | OB20279 |P 2 V Q R|
 2160204 | 17Am07 Jul 24 02:36:44 17 | 17AP99 Sr0095_1  | 23:59:04.8  30:58:48 2000 | 129 | r | 1.10 | 0.70 0.73   299 |    OG28 | OB20282 |P 1 V Q R|
 2160205 | 17Am07 Jul 24 02:39:41 17 | 17AP99 Sr0096_1  |  0:03:36.0  30:58:48 2000 | 128 | r | 1.10 | 0.79 0.83   295 |    OG28 | OB20285 |P 1 V Q R|
 2160206 | 17Am07 Jul 24 02:42:41 17 | 17AP99 Sr0097_1  |  0:08:07.2  30:58:48 2000 | 129 | r | 1.11 | 0.74 0.78   301 |    OG28 | OB20288 |P 1 V Q R|
 2160207 | 17Am07 Jul 24 02:45:43 17 | 17AP99 Sr0098_1  |  0:12:38.4  30:58:48 2000 | 137 | r | 1.11 | 0.69 0.72   321 |    OG28 | OB20291 |P 1 V Q R|
 2160208 | 17Am07 Jul 24 02:48:41 17 | 17AP99 Sr0099_1  |  0:17:09.6  30:58:48 2000 | 132 | r | 1.11 | 0.66 0.69   311 |    OG28 | OB20294 |P 1 V Q R|
 2160209 | 17Am07 Jul 24 02:51:36 17 | 17AP99 Sr0156_1  | 23:58:33.6  31:57:36 2000 | 129 | r | 1.08 | 0.68 0.71   290 |    OG49 | OB20465 |P 1 V Q R|
 2160210 | 17Am07 Jul 24 02:54:29 17 | 17AP99 Sr0157_1  |  0:03:07.2  31:57:36 2000 | 128 | r | 1.08 | 0.65 0.69   283 |    OG49 | OB20468 |P 1 V Q R|
 2160211 | 17Am07 Jul 24 02:57:17 17 | 17AP99 Sr0158_1  |  0:07:40.8  31:57:36 2000 | 123 | r | 1.08 | 0.66 0.70   274 |    OG49 | OB20471 |P 1 V Q R|
 2160212 | 17Am07 Jul 24 03:00:02 17 | 17AP99 Sr0159_1  |  0:12:14.4  31:57:36 2000 | 119 | r | 1.09 | 0.70 0.73   267 |    OG49 | OB20474 |P 1 V Q R|
 2160213 | 17Am07 Jul 24 03:02:47 17 | 17AP99 Sr0160_1  |  0:16:48.0  31:57:36 2000 | 120 | r | 1.09 | 0.66 0.70   269 |    OG49 | OB20477 |P 1 V Q R|
 2160214 | 17Am07 Jul 24 03:05:37 17 | 17AP99 Sr0161_1  |  0:21:21.6  31:57:36 2000 | 124 | r | 1.09 | 0.64 0.68   273 |    OG49 | OB20480 |P 1 V Q R|
 2160215 | 17Am07 Jul 24 03:08:22 17 | 17AP99 Sr0162_1  |  0:25:55.2  31:57:36 2000 | 120 | r | 1.09 | 0.59 0.62   262 |    OG49 | OB20483 |P 1 V Q R|
 2160216 | 17Am07 Jul 24 03:11:22 17 | 17AP99 Sr0265_1  | 23:48:09.6  33:55:12 2000 | 113 | r | 1.05 | 0.60 0.64   239 |    OG82 | OB20792 |P 1 V Q R|
 2160217 | 17Am07 Jul 24 03:14:01 17 | 17AP99 Sr0266_1  | 23:52:48.0  33:55:12 2000 | 113 | r | 1.05 | 0.63 0.68   235 |    OG82 | OB20795 |P 1 V Q R|
 2160218 | 17Am07 Jul 24 03:16:48 17 | 17AP99 Sr0267_1  | 23:57:26.4  33:55:12 2000 | 122 | r | 1.06 | 0.61 0.65   261 |    OG82 | OB20798 |P 1 V Q R|
 2160219 | 17Am07 Jul 24 03:19:27 17 | 17AP99 Sr0268_1  |  0:02:04.8  33:55:12 2000 | 111 | r | 1.06 | 0.59 0.63   236 |    OG82 | OB20801 |P 1 V Q R|
 2160220 | 17Am07 Jul 24 03:22:04 17 | 17AP99 Sr0269_1  |  0:06:43.2  33:55:12 2000 | 112 | r | 1.06 | 0.59 0.65   242 |    OG82 | OB20804 |P 1 V Q R|
 2160221 | 17Am07 Jul 24 03:24:42 17 | 17AP99 Sr0270_1  |  0:11:21.6  33:55:12 2000 | 113 | r | 1.06 | 0.58 0.63   240 |    OG82 | OB20807 |P 1 V Q R|
 2160222 | 17Am07 Jul 24 03:27:21 17 | 17AP99 Sr0271_1  |  0:16:00.0  33:55:12 2000 | 113 | r | 1.06 | 0.65 0.69   241 |    OG82 | OB20810 |P 1 V Q R|
 2160223 | 17Am07 Jul 24 03:29:56 17 | 17AP99 Sr0315_1  | 23:55:31.2  34:54:00 2000 | 110 | r | 1.05 | 0.63 0.67   234 |    OG97 | OB20942 |P 1 V Q R|
 2160224 | 17Am07 Jul 24 03:32:36 17 | 17AP99 Sr0316_1  |  0:00:14.4  34:54:00 2000 | 114 | r | 1.05 | 0.64 0.68   242 |    OG97 | OB20945 |P 1 V Q R|
 2160225 | 17Am07 Jul 24 03:35:14 17 | 17AP99 Sr0317_1  |  0:04:57.6  34:54:00 2000 | 113 | r | 1.05 | 0.65 0.69   241 |    OG97 | OB20948 |P 1 V Q R|
 2160226 | 17Am07 Jul 24 03:37:54 17 | 17AP99 Sr0318_1  |  0:09:40.8  34:54:00 2000 | 114 | r | 1.05 | 0.60 0.64   244 |    OG97 | OB20951 |P 1 V Q R|
 2160227 | 17Am07 Jul 24 03:40:35 17 | 17AP99 Sr0319_1  |  0:14:24.0  34:54:00 2000 | 116 | r | 1.05 | 0.56 0.60   246 |    OG97 | OB20954 |P 1 V Q R|
 2160228 | 17Am07 Jul 24 03:43:12 17 | 17AP99 Sr0320_1  |  0:19:07.2  34:54:00 2000 | 112 | r | 1.06 | 0.57 0.59   236 |    OG97 | OB20957 |P 1 V Q R|
 2160229 | 17Am07 Jul 24 03:45:48 17 | 17AP99 Sr0321_1  |  0:23:50.4  34:54:00 2000 | 110 | r | 1.06 | 0.57 0.60   235 |    OG97 | OB20960 |P 1 V Q R|
 2160365 | 17Am07 Jul 24 22:48:10 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 |  30 | r | 1.30 | 0.87 0.88    78 |   OG347 |  OB4388 |P 1 O Q R|
 2160366 | 17Am07 Jul 24 22:49:25 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 |  30 | r | 1.30 | 0.84 0.86    79 |   OG347 |  OB4388 |P 1 O Q R|
 2160367 | 17Am07 Jul 24 22:54:44 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 | 272 | r | 1.31 | 0.83 0.85   709 |   OG347 |  OB4388 |P 1 V Q R|
 2160368 | 17Am07 Jul 24 22:58:12 17 | 17AP30 Nr1464_2  | 16:01:19.2  39:09:10 2000 | 163 | r | 1.31 | 0.92 0.93   437 |   OG347 |  OB4391 |P 3 O Q R|
 2160369 | 17Am07 Jul 24 23:01:28 17 | 17AP30 Nr1465_2  | 16:06:16.8  39:09:10 2000 | 150 | r | 1.30 | 0.71 0.72   405 |   OG347 |  OB4394 |P 1 V Q R|
 2160370 | 17Am07 Jul 24 23:05:07 17 | 17AP30 Nr1466_2  | 16:11:14.4  39:09:10 2000 | 174 | r | 1.30 | 0.76 0.77   463 |   OG347 |  OB4397 |P 1 V Q R|
 2160371 | 17Am07 Jul 24 23:08:27 17 | 17AP30 Nr1467_2  | 16:16:12.0  39:09:10 2000 | 154 | r | 1.29 | 0.71 0.72   407 |   OG347 |  OB4400 |P 1 V Q R|
 2160372 | 17Am07 Jul 24 23:12:11 17 | 17AP30 Nr1468_2  | 16:21:09.6  39:09:10 2000 | 173 | r | 1.29 | 0.84 0.86   456 |   OG347 |  OB4403 |P 1 V Q R|
 2160373 | 17Am07 Jul 24 23:15:10 17 | 17AP30 Nr1469_2  | 16:26:07.2  39:09:10 2000 | 133 | r | 1.28 | 0.79 0.81   355 |   OG347 |  OB4406 |P 1 V Q R|
 2160374 | 17Am07 Jul 24 23:19:29 17 | 17AP30 Nr0135_3  | 16:58:43.2  29:40:01 2000 | 187 | r | 1.16 | 0.76 0.78   470 |  OG1233 |   OB405 |P 1 V Q R|
 2160375 | 17Am07 Jul 24 23:23:05 17 | 17AP30 Nr0136_3  | 17:03:12.0  29:40:01 2000 | 171 | r | 1.16 | 0.85 0.87   436 |  OG1233 |   OB408 |P 1 V Q R|
 2160376 | 17Am07 Jul 24 23:26:29 17 | 17AP30 Nr0137_3  | 17:07:40.8  29:40:01 2000 | 158 | r | 1.16 | 1.00 1.02   398 |  OG1233 |   OB411 |P 3 O Q R|
 2160377 | 17Am07 Jul 24 23:29:51 17 | 17AP30 Nr0138_3  | 17:12:09.6  29:40:01 2000 | 157 | r | 1.16 | 0.96 0.98   397 |  OG1233 |   OB414 |P 3 O Q R|
 2160378 | 17Am07 Jul 24 23:33:38 17 | 17AP30 Nr0139_3  | 17:16:38.4  29:40:01 2000 | 182 | r | 1.15 | 0.94 0.95   458 |  OG1233 |   OB417 |P 3 O Q R|
 2160379 | 17Am07 Jul 24 23:39:13 17 | 17AP30 Nr0287_3  | 16:59:31.2  30:38:49 2000 | 287 | r | 1.21 | 1.04 1.05   746 |  OG1233 |   OB861 |P 3 O Q R|
 2160380 | 17Am07 Jul 24 23:43:21 17 | 17AP30 Nr0288_3  | 17:04:02.4  30:38:49 2000 | 202 | r | 1.22 | 1.00 1.02   516 |  OG1233 |   OB864 |P 3 O Q R|
 2160381 | 17Am07 Jul 24 23:48:17 17 | 17AP30 Nr0289_3  | 17:08:33.6  30:38:49 2000 | 230 | r | 1.22 | 1.10 1.11   591 |  OG1233 |   OB867 |P 3 O Q R|
 2160382 | 17Am07 Jul 24 23:53:11 17 | 17AP30 Nr0290_3  | 17:13:04.8  30:38:49 2000 | 247 | r | 1.22 | 1.08 1.10   633 |  OG1233 |   OB870 |P 3 O Q R|
 2160383 | 17Am07 Jul 24 23:58:08 17 | 17AP30 Nr0291_3  | 17:17:36.0  30:38:49 2000 | 251 | r | 1.22 | 1.08 1.09   640 |  OG1233 |   OB873 |P 3 O Q R|
 2160384 | 17Am07 Jul 25 00:07:27 17 | 17AP99 Sr0021_3  | 23:16:00.0  29:40:01 2000 | 291 | r | 1.46 | 1.18 1.20   901 |     OG6 | OB20062 |P 3 O Q R|
 2160408 | 17Am07 Jul 25 01:15:32 17 | 17AP99 Sr0022_3  | 23:20:28.8  29:40:01 2000 | 145 | r | 1.19 | 1.00 1.01   380 |     OG6 | OB20065 |P 3 O Q R|
 2160543 | 17Am07 Jul 25 20:56:41 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 |  30 | r | 1.08 | 0.93 0.95    54 |   OG347 |  OB4388 |P 3 O Q R|
 2160544 | 17Am07 Jul 25 20:57:55 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 |  30 | r | 1.08 | 0.97 1.01    54 |   OG347 |  OB4388 |P 3 O Q R|
 2160545 | 17Am07 Jul 25 21:00:18 17 | 17AP30 Nr1463_2  | 15:56:21.6  39:09:10 2000 | 100 | r | 1.08 | 1.14 1.13   178 |   OG347 |  OB4388 |P 3 O Q R|
 2160641 | 17Am07 Jul 26 02:18:04 17 | 17AP99 Sr0021_3  | 23:16:00.0  29:40:01 2000 |  30 | r | 1.05 | 0.69 0.72    66 |     OG6 | OB20062 |P 1 O Q R|
 2160642 | 17Am07 Jul 26 02:19:18 17 | 17AP99 Sr0021_3  | 23:16:00.0  29:40:01 2000 |  30 | r | 1.05 | 0.63 0.66    65 |     OG6 | OB20062 |P 1 O Q R|
 2160643 | 17Am07 Jul 26 02:21:43 17 | 17AP99 Sr0021_3  | 23:16:00.0  29:40:01 2000 | 100 | r | 1.05 | 0.64 0.67   218 |     OG6 | OB20062 |P 1 V Q R|
 2160644 | 17Am07 Jul 26 02:24:07 17 | 17AP99 Sr0022_3  | 23:20:28.8  29:40:01 2000 | 100 | r | 1.05 | 0.58 0.62   220 |     OG6 | OB20065 |P 1 V Q R|
 2160645 | 17Am07 Jul 26 02:27:45 17 | 17AP99 Sr0023_3  | 23:24:57.6  29:40:01 2000 | 174 | r | 1.05 | 0.62 0.66   395 |     OG6 | OB20068 |P 1 V Q R|
 2160646 | 17Am07 Jul 26 02:30:48 17 | 17AP99 Sr0024_3  | 23:29:26.4  29:40:01 2000 | 139 | r | 1.05 | 0.65 0.68   315 |     OG6 | OB20071 |P 1 V Q R|
 2160647 | 17Am07 Jul 26 02:33:40 17 | 17AP99 Sr0025_3  | 23:33:55.2  29:40:01 2000 | 127 | r | 1.05 | 0.70 0.74   287 |     OG6 | OB20074 |P 1 V Q R|
 2160648 | 17Am07 Jul 26 02:36:23 17 | 17AP99 Sr0026_3  | 23:38:24.0  29:40:01 2000 | 119 | r | 1.05 | 0.63 0.66   270 |     OG6 | OB20077 |P 1 V Q R|
 2160649 | 17Am07 Jul 26 02:38:47 17 | 17AP99 Sr0027_3  | 23:42:52.8  29:40:01 2000 | 100 | r | 1.06 | 0.58 0.61   229 |     OG6 | OB20080 |P 1 V Q R|
 2160650 | 17Am07 Jul 26 02:41:20 17 | 17AP99 Sr0149_3  | 23:25:00.0  31:37:37 2000 | 100 | r | 1.04 | 0.67 0.70   224 |    OG48 | OB20446 |P 1 V Q R|
 2160651 | 17Am07 Jul 26 02:44:09 17 | 17AP99 Sr0150_3  | 23:29:33.6  31:37:37 2000 | 124 | r | 1.04 | 0.62 0.65   278 |    OG48 | OB20449 |P 1 V Q R|
 2160652 | 17Am07 Jul 26 02:47:00 17 | 17AP99 Sr0151_3  | 23:34:07.2  31:37:37 2000 | 124 | r | 1.05 | 0.64 0.67   281 |    OG48 | OB20452 |P 1 V Q R|
 2160653 | 17Am07 Jul 26 02:55:12 17 | 17AP99 Sr0152_3  | 23:38:40.8  31:37:37 2000 | 133 | r | 1.04 | 0.59 0.62   283 |    OG48 | OB20455 |P 1 V Q R|
 2160654 | 17Am07 Jul 26 02:58:52 17 | 17AP99 Sr0153_3  | 23:43:14.4  31:37:37 2000 | 147 | r | 1.04 | 0.56 0.59   315 |    OG48 | OB20458 |P 1 V Q R|
 2160655 | 17Am07 Jul 26 03:01:35 17 | 17AP99 Sr0154_3  | 23:47:48.0  31:37:37 2000 | 119 | r | 1.04 | 0.53 0.56   256 |    OG48 | OB20461 |P 1 V Q R|
 2160656 | 17Am07 Jul 26 03:04:14 17 | 17AP99 Sr0155_3  | 23:52:21.6  31:37:37 2000 | 108 | r | 1.05 | 0.52 0.55   231 |    OG48 | OB20464 |P 1 V Q R|
 2160657 | 17Am07 Jul 26 03:07:20 17 | 17AP99 Sr0308_3  | 23:20:45.6  34:34:01 2000 | 131 | r | 1.04 | 0.57 0.60   272 |    OG96 | OB20923 |P 1 V Q R|
 2160658 | 17Am07 Jul 26 03:09:59 17 | 17AP99 Sr0309_3  | 23:25:28.8  34:34:01 2000 | 115 | r | 1.04 | 0.71 0.74   239 |    OG96 | OB20926 |P 1 V Q R|
 2160659 | 17Am07 Jul 26 03:12:43 17 | 17AP99 Sr0310_3  | 23:30:12.0  34:34:01 2000 | 120 | r | 1.04 | 0.62 0.65   258 |    OG96 | OB20929 |P 1 V Q R|
 2160660 | 17Am07 Jul 26 03:15:54 17 | 17AP99 Sr0311_3  | 23:34:55.2  34:34:01 2000 | 146 | r | 1.04 | 0.64 0.67   313 |    OG96 | OB20932 |P 1 V Q R|
 2160661 | 17Am07 Jul 26 03:18:38 17 | 17AP99 Sr0312_3  | 23:39:38.4  34:34:01 2000 | 120 | r | 1.04 | 0.64 0.67   257 |    OG96 | OB20935 |P 1 V Q R|
 2160662 | 17Am07 Jul 26 03:22:31 17 | 17AP99 Sr0313_3  | 23:44:21.6  34:34:01 2000 | 188 | r | 1.04 | 0.64 0.67   400 |    OG96 | OB20938 |P 1 V Q R|
 2160663 | 17Am07 Jul 26 03:24:55 17 | 17AP99 Sr0314_3  | 23:49:04.8  34:34:01 2000 | 100 | r | 1.04 | 0.67 0.70   212 |    OG96 | OB20941 |P 1 V Q R|
 2160664 | 17Am07 Jul 26 03:27:49 17 | 17AP99 Sr0208_3  | 23:33:43.2  32:36:25 2000 | 121 | r | 1.03 | 0.74 0.76   258 |    OG66 | OB20623 |P 1 V Q R|
 2160665 | 17Am07 Jul 26 03:30:32 17 | 17AP99 Sr0209_3  | 23:38:19.2  32:36:25 2000 | 119 | r | 1.03 | 0.68 0.71   255 |    OG66 | OB20626 |P 1 V Q R|
 2160666 | 17Am07 Jul 26 03:33:34 17 | 17AP99 Sr0210_3  | 23:42:55.2  32:36:25 2000 | 137 | r | 1.03 | 0.71 0.73   287 |    OG66 | OB20629 |P 1 V Q R|
 2160667 | 17Am07 Jul 26 03:36:13 17 | 17AP99 Sr0211_3  | 23:47:31.2  32:36:25 2000 | 114 | r | 1.03 | 0.67 0.69   240 |    OG66 | OB20632 |P 1 V Q R|
 2160668 | 17Am07 Jul 26 03:38:47 17 | 17AP99 Sr0212_3  | 23:52:07.2  32:36:25 2000 | 110 | r | 1.03 | 0.70 0.72   232 |    OG66 | OB20635 |P 1 V Q R|
 2160669 | 17Am07 Jul 26 03:42:07 17 | 17AP99 Sr0213_3  | 23:56:43.2  32:36:25 2000 | 144 | r | 1.03 | 0.72 0.74   306 |    OG66 | OB20638 |P 1 V Q R|
 2160670 | 17Am07 Jul 26 03:45:33 17 | 17AP99 Sr0214_3  |  0:01:19.2  32:36:25 2000 | 162 | r | 1.03 | 0.68 0.71   344 |    OG66 | OB20641 |P 1 V Q R|
 2160671 | 17Am07 Jul 26 03:48:21 17 | 17AP99 Sr0028_2  | 23:50:33.6  30:19:58 2000 | 104 | r | 1.02 | 0.63 0.65   215 |     OG8 | OB20082 |P 1 V Q R|
 2160672 | 17Am07 Jul 26 03:50:48 17 | 17AP99 Sr0029_2  | 23:55:02.4  30:19:58 2000 | 103 | r | 1.02 | 0.69 0.72   214 |     OG8 | OB20085 |P 1 V Q R|
 2160673 | 17Am07 Jul 26 03:53:19 17 | 17AP99 Sr0030_2  | 23:59:31.2  30:19:58 2000 | 107 | r | 1.02 | 0.66 0.69   223 |     OG8 | OB20088 |P 1 V Q R|
 2160674 | 17Am07 Jul 26 03:56:01 17 | 17AP99 Sr0031_2  |  0:04:00.0  30:19:58 2000 | 118 | r | 1.02 | 0.66 0.69   248 |     OG8 | OB20091 |P 1 V Q R|
 2160675 | 17Am07 Jul 26 03:58:50 17 | 17AP99 Sr0032_2  |  0:08:28.8  30:19:58 2000 | 125 | r | 1.02 | 0.69 0.72   265 |     OG8 | OB20094 |P 1 V Q R|
 2160676 | 17Am07 Jul 26 04:01:32 17 | 17AP99 Sr0033_2  |  0:12:57.6  30:19:58 2000 | 118 | r | 1.02 | 0.68 0.70   247 |     OG8 | OB20097 |P 1 V Q R|
 2160677 | 17Am07 Jul 26 04:04:24 17 | 17AP99 Sr0034_2  |  0:17:26.4  30:19:58 2000 | 128 | r | 1.02 | 0.60 0.63   264 |     OG8 | OB20100 |P 1 V Q R|
 2160678 | 17Am07 Jul 26 04:07:14 17 | 17AP99 Sr0156_2  |  0:00:12.0  32:17:34 2000 | 108 | r | 1.02 | 0.59 0.62   213 |    OG50 | OB20466 |P 1 V Q R|
 2160679 | 17Am07 Jul 26 04:09:54 17 | 17AP99 Sr0157_2  |  0:04:45.6  32:17:34 2000 | 101 | r | 1.02 | 0.66 0.68   202 |    OG50 | OB20469 |P 1 V Q R|
 2160680 | 17Am07 Jul 26 04:12:21 17 | 17AP99 Sr0158_2  |  0:09:19.2  32:17:34 2000 | 103 | r | 1.02 | 0.61 0.64   209 |    OG50 | OB20472 |P 1 V Q R|
 2160681 | 17Am07 Jul 26 04:15:07 17 | 17AP99 Sr0159_2  |  0:13:52.8  32:17:34 2000 | 118 | r | 1.02 | 0.68 0.70   239 |    OG50 | OB20475 |P 1 V Q R|
 2160682 | 17Am07 Jul 26 04:17:44 17 | 17AP99 Sr0160_2  |  0:18:26.4  32:17:34 2000 | 113 | r | 1.02 | 0.63 0.65   233 |    OG50 | OB20478 |P 1 V Q R|
 2160683 | 17Am07 Jul 26 04:20:20 17 | 17AP99 Sr0161_2  |  0:23:00.0  32:17:34 2000 | 110 | r | 1.02 | 0.61 0.64   225 |    OG50 | OB20481 |P 1 V Q R|
 2160684 | 17Am07 Jul 26 04:23:36 17 | 17AP99 Sr0162_2  |  0:27:33.6  32:17:34 2000 | 107 | r | 1.02 | 0.74 0.76   220 |    OG50 | OB20484 |P 1 V Q R|
 2160685 | 17Am07 Jul 26 04:26:44 17 | 17AP99 Sr0265_2  | 23:49:50.4  34:15:10 2000 | 122 | r | 1.04 | 0.66 0.68   244 |    OG83 | OB20793 |P 1 V Q R|
 2160686 | 17Am07 Jul 26 04:29:27 17 | 17AP99 Sr0266_2  | 23:54:28.8  34:15:10 2000 | 119 | r | 1.04 | 0.62 0.65   239 |    OG83 | OB20796 |P 1 V Q R|
 2160687 | 17Am07 Jul 26 04:32:03 17 | 17AP99 Sr0267_2  | 23:59:07.2  34:15:10 2000 | 112 | r | 1.04 | 0.64 0.67   229 |    OG83 | OB20799 |P 1 V Q R|
 2160688 | 17Am07 Jul 26 04:34:36 17 | 17AP99 Sr0268_2  |  0:03:45.6  34:15:10 2000 | 109 | r | 1.04 | 0.59 0.62   228 |    OG83 | OB20802 |P 1 V Q R|
 2160689 | 17Am07 Jul 26 04:37:13 17 | 17AP99 Sr0269_2  |  0:08:24.0  34:15:10 2000 | 113 | r | 1.04 | 0.62 0.65   240 |    OG83 | OB20805 |P 1 V Q R|
 2160690 | 17Am07 Jul 26 04:39:56 17 | 17AP99 Sr0270_2  |  0:13:02.4  34:15:10 2000 | 119 | r | 1.04 | 0.61 0.63   256 |    OG83 | OB20808 |P 1 V Q R|
 2160691 | 17Am07 Jul 26 04:42:34 17 | 17AP99 Sr0271_2  |  0:17:40.8  34:15:10 2000 | 114 | r | 1.04 | 0.65 0.67   252 |    OG83 | OB20811 |P 1 V Q R|
 2160773 | 17Am07 Jul 26 22:02:06 17 | 17AP30 Nr3214_2  | 17:19:12.0  51:53:34 2000 |  30 | r | 1.19 | 0.80 0.83    67 |  OG1256 |  OB9641 |A 1 O Q R|
 2160774 | 17Am07 Jul 26 22:03:20 17 | 17AP30 Nr3214_2  | 17:19:12.0  51:53:34 2000 |  30 | r | 1.19 | 0.76 0.79    66 |  OG1256 |  OB9641 |A 1 O Q R|
 2160775 | 17Am07 Jul 26 22:08:26 17 | 17AP30 Nr3214_2  | 17:19:12.0  51:53:34 2000 | 261 | r | 1.19 | 0.65 0.67   566 |  OG1256 |  OB9641 |A 1 V Q R|
 2160776 | 17Am07 Jul 26 22:11:38 17 | 17AP30 Nr3448_2  | 16:49:45.6  53:51:10 2000 | 141 | r | 1.25 | 0.67 0.70   312 |  OG1256 | OB10343 |A 1 V Q R|
 2160777 | 17Am07 Jul 26 22:14:22 17 | 17AP30 Nr3449_2  | 16:56:16.8  53:51:10 2000 | 121 | r | 1.25 | 0.69 0.72   263 |  OG1256 | OB10346 |A 1 V Q R|
 2160778 | 17Am07 Jul 26 22:17:12 17 | 17AP30 Nr3450_2  | 17:02:48.0  53:51:10 2000 | 125 | r | 1.25 | 0.68 0.71   268 |  OG1256 | OB10349 |A 1 V Q R|
 2160779 | 17Am07 Jul 26 22:20:04 17 | 17AP30 Nr3451_2  | 17:09:19.2  53:51:10 2000 | 125 | r | 1.24 | 0.69 0.71   264 |  OG1256 | OB10352 |P 1 V Q R|
 2160780 | 17Am07 Jul 26 22:23:13 17 | 17AP30 Nr3452_2  | 17:15:50.4  53:51:10 2000 | 144 | r | 1.24 | 0.66 0.69   301 |  OG1256 | OB10355 |P 1 V Q R|
 2160781 | 17Am07 Jul 26 22:26:29 17 | 17AP30 Nr3565_2  | 16:58:19.2  54:49:58 2000 | 141 | r | 1.28 | 0.73 0.75   296 |  OG1256 | OB10694 |P 1 V Q R|
 2160782 | 17Am07 Jul 26 22:29:14 17 | 17AP30 Nr3566_2  | 17:05:00.0  54:49:58 2000 | 121 | r | 1.27 | 0.68 0.70   253 |  OG1256 | OB10697 |P 1 V Q R|
 2160783 | 17Am07 Jul 26 22:32:02 17 | 17AP30 Nr3567_2  | 17:11:40.8  54:49:58 2000 | 124 | r | 1.27 | 0.76 0.78   256 |  OG1256 | OB10700 |P 1 V Q R|
 2160784 | 17Am07 Jul 26 22:34:50 17 | 17AP30 Nr3568_2  | 17:18:21.6  54:49:58 2000 | 122 | r | 1.26 | 0.84 0.87   249 |  OG1256 | OB10703 |P 1 V Q R|
 2160785 | 17Am07 Jul 26 22:38:20 17 | 17AP30 Nr3679_2  | 17:06:36.0  55:48:46 2000 | 147 | r | 1.30 | 0.97 0.99   298 |  OG1259 | OB11036 |P 3 O D R|
 2160786 | 17Am07 Jul 26 22:41:46 17 | 17AP30 Nr3680_2  | 17:13:26.4  55:48:46 2000 | 159 | r | 1.29 | 0.95 0.97   313 |  OG1259 | OB11039 |P 3 O D R|
 2160787 | 17Am07 Jul 26 22:45:05 17 | 17AP30 Nr3681_2  | 17:20:16.8  55:48:46 2000 | 129 | r | 1.29 | 0.93 0.95   247 |  OG1259 | OB11042 |P 3 O D R|
 2161197 | 17Am07 Jul 29 03:26:18 17 | 17AP99 Sr0028_3  | 23:47:21.6  29:40:01 2000 |  30 | r | 1.02 | 0.71 0.74    65 |     OG9 | OB20083 |A 1 O Q R|
 2161198 | 17Am07 Jul 29 03:27:33 17 | 17AP99 Sr0028_3  | 23:47:21.6  29:40:01 2000 |  30 | r | 1.02 | 0.74 0.78    65 |     OG9 | OB20083 |A 1 O Q R|
 2161199 | 17Am07 Jul 29 03:29:58 17 | 17AP99 Sr0028_3  | 23:47:21.6  29:40:01 2000 | 100 | r | 1.02 | 0.57 0.61   216 |     OG9 | OB20083 |A 3 O Q R|
 2161200 | 17Am07 Jul 29 03:32:47 17 | 17AP99 Sr0029_3  | 23:51:50.4  29:40:01 2000 | 120 | r | 1.02 | 0.59 0.63   256 |     OG9 | OB20086 |A 3 O Q R|
 2161201 | 17Am07 Jul 29 03:35:22 17 | 17AP99 Sr0030_3  | 23:56:19.2  29:40:01 2000 | 111 | r | 1.02 | 0.59 0.63   240 |     OG9 | OB20089 |A 3 O Q R|
 2161202 | 17Am07 Jul 29 03:38:16 17 | 17AP99 Sr0031_3  |  0:00:48.0  29:40:01 2000 | 129 | r | 1.02 | 0.59 0.61   282 |     OG9 | OB20092 |A 3 O Q R|
 2161203 | 17Am07 Jul 29 03:41:28 17 | 17AP99 Sr0032_3  |  0:05:16.8  29:40:01 2000 | 147 | r | 1.02 | 0.58 0.61   326 |     OG9 | OB20095 |A 3 O Q R|
 2161204 | 17Am07 Jul 29 03:44:15 17 | 17AP99 Sr0033_3  |  0:09:45.6  29:40:01 2000 | 123 | r | 1.02 | 0.52 0.56   280 |     OG9 | OB20098 |A 3 O Q R|
 2161205 | 17Am07 Jul 29 03:46:57 17 | 17AP99 Sr0034_3  |  0:14:14.4  29:40:01 2000 | 118 | r | 1.02 | 0.63 0.67   322 |     OG9 | OB20101 |A 3 O Q R|
 2161318 | 17Am07 Jul 29 21:26:50 17 | 17AP30 Nr1464_2  | 16:01:19.2  39:09:10 2000 |  30 | r | 1.13 | 0.89 0.92   122 |   OG347 |  OB4391 |P 1 O Q R|
 2161319 | 17Am07 Jul 29 21:28:05 17 | 17AP30 Nr1464_2  | 16:01:19.2  39:09:10 2000 |  30 | r | 1.14 | 0.67 0.68   122 |   OG347 |  OB4391 |P 1 O Q R|
 2161320 | 17Am07 Jul 29 21:30:37 17 | 17AP30 Nr1464_2  | 16:01:19.2  39:09:10 2000 | 100 | r | 1.14 | 0.60 0.62   403 |   OG347 |  OB4391 |P 2 V Q R|
